uniprot_id,protein_name,organism,organism_id,gene_name,length,function
A0A1C4U705,A0A1C4U705_9ACTN Terpene synthase,Micromonospora matsumotoense,121616,GA0070216_101296,366,
A0A1C4U7A9,A0A1C4U7A9_9ACTN Terpene synthase,Micromonospora purpureochromogenes,47872,GA0074696_0164,318,
A0A1C4UV32,A0A1C4UV32_9ACTN Terpene synthase,Micromonospora saelicesensis,285676,GA0070561_1393,328,
A0A1C4VGT3,A0A1C4VGT3_9ACTN Terpene synthase,Micromonospora mirobrigensis,262898,GA0070564_1011187,328,
A0A1C4VJJ9,A0A1C4VJJ9_9ACTN Terpene synthase,Micromonospora haikouensis,686309,GA0070558_109108,315,
A0A1C4VK70,A0A1C4VK70_9ACTN Terpene synthase,Micromonospora coriariae,285665,GA0070607_2250,320,
A0A1C4VT81,A0A1C4VT81_9ACTN Terpene synthase,Micromonospora chaiyaphumensis,307119,GA0070214_102717,319,
A0A1C4VX57,A0A1C4VX57_MICEC Terpene synthase,Micromonospora echinospora,1877,GA0070618_1662,318,
A0A1C4W165,A0A1C4W165_9ACTN Terpene synthase,Micromonospora haikouensis,686309,GA0070558_112137,337,
A0A1C4W4I1,A0A1C4W4I1_MICVI Terpene synthase,Micromonospora viridifaciens,1881,GA0074695_2078,316,
A0A1C4WXZ9,A0A1C4WXZ9_9ACTN Terpene synthase,Micromonospora coriariae,285665,GA0070607_4318,315,
A0A1C4WY66,A0A1C4WY66_9ACTN Terpene synthase,Micromonospora chokoriensis,356851,GA0070612_3000,315,
A0A1C4X7B5,A0A1C4X7B5_9ACTN Terpene synthase,Micromonospora purpureochromogenes,47872,GA0074696_2383,313,
A0A1C4XE56,A0A1C4XE56_9ACTN Terpene synthase,Micromonospora carbonacea,47853,GA0070563_104421,313,
A0A1C4XPE0,A0A1C4XPE0_9ACTN Terpene synthase,Micromonospora marina,307120,GA0070215_10878,316,
A0A1C4XQL1,A0A1C4XQL1_9ACTN Terpene synthase,Micromonospora matsumotoense,121616,GA0070216_10597,321,
A0A1C4YFK8,A0A1C4YFK8_MICEC Terpene synthase,Micromonospora echinospora,1877,GA0070618_3935,299,
A0A1C4YGB4,A0A1C4YGB4_9ACTN Terpene synthase,Micromonospora marina,307120,GA0070215_11149,321,
A0A1C4YNM6,A0A1C4YNM6_9ACTN Terpene synthase,Micromonospora chaiyaphumensis,307119,GA0070214_10998,316,
A0A1C4YZU9,A0A1C4YZU9_9ACTN Terpene synthase,Micromonospora carbonacea,47853,GA0070563_107101,335,
A0A1C5A4W4,A0A1C5A4W4_9ACTN Terpene synthase,Micromonospora saelicesensis,285676,GA0070561_6276,315,
A0A1C5A9N4,A0A1C5A9N4_9ACTN Terpene synthase,Micromonospora mirobrigensis,262898,GA0070564_108154,316,
A0A1C5G684,A0A1C5G684_MICEH Terpene synthase,Micromonospora echinofusca,47858,GA0070610_1437,317,
A0A1C5GGL5,A0A1C5GGL5_MICEH Terpene synthase,Micromonospora echinofusca,47858,GA0070610_5292,327,
A0A1C5GUL8,A0A1C5GUL8_9ACTN Terpene synthase,Micromonospora halophytica,47864,GA0070560_102114,314,
A0A1C5H212,A0A1C5H212_9ACTN Terpene synthase,Micromonospora siamensis,299152,GA0074704_0920,328,
A0A1C5H897,A0A1C5H897_9ACTN Terpene synthase,Micromonospora echinaurantiaca,47857,GA0070609_1128,313,
A0A1C5HKN0,A0A1C5HKN0_9ACTN Terpene synthase,Micromonospora coxensis,356852,GA0070614_1451,314,
A0A1C5HN12,A0A1C5HN12_9ACTN Terpene synthase,Micromonospora inositola,47865,GA0070613_1572,321,
A0A1C5HQH3,A0A1C5HQH3_9ACTN Terpene synthase,Micromonospora humi,745366,GA0070213_103395,316,
A0A1C5INH4,A0A1C5INH4_9ACTN Terpene synthase,Micromonospora humi,745366,GA0070213_106264,321,
A0A1C5IWF4,A0A1C5IWF4_9ACTN Terpene synthase,Micromonospora coxensis,356852,GA0070614_3534,321,
A0A1C5IZ30,A0A1C5IZ30_9ACTN Terpene synthase,Micromonospora inositola,47865,GA0070613_3709,316,
A0A1C5JH53,A0A1C5JH53_9ACTN Terpene synthase,Micromonospora siamensis,299152,GA0074704_4501,316,
A0A1C5JHU0,A0A1C5JHU0_9ACTN Terpene synthase,Micromonospora halophytica,47864,GA0070560_13319,321,
A0A1C5KA68,A0A1C5KA68_9ACTN Terpene synthase,Micromonospora humi,745366,GA0070213_1306,315,
A0A1C6RFS7,A0A1C6RFS7_9ACTN Terpene synthase,Micromonospora nigra,145857,GA0070616_0875,315,
A0A1C6RI17,A0A1C6RI17_9ACTN Terpene synthase,Micromonospora inyonensis,47866,GA0074694_1720,318,
A0A1C6RIL0,A0A1C6RIL0_9ACTN Terpene synthase,Micromonospora rhizosphaerae,568872,GA0070624_1187,334,
A0A1C6RN40,A0A1C6RN40_9ACTN Terpene synthase,Micromonospora pallida,145854,GA0074692_0433,322,
A0A1C6RX85,A0A1C6RX85_9ACTN Terpene synthase,Micromonospora pallida,145854,GA0074692_1263,721,
A0A1C6S339,A0A1C6S339_9ACTN Terpene synthase,Micromonospora inyonensis,47866,GA0074694_3732,316,
A0A1C6S3U9,A0A1C6S3U9_9ACTN Terpene synthase,Micromonospora nigra,145857,GA0070616_2866,326,
A0A1C6SMD7,A0A1C6SMD7_9ACTN Terpene synthase,Micromonospora inyonensis,47866,GA0074694_5747,357,
A0A1C6T7P9,A0A1C6T7P9_9ACTN Terpene synthase,Micromonospora pallida,145854,GA0074692_4799,318,
A0A1C6TQZ7,A0A1C6TQZ7_9ACTN Terpene synthase,Micromonospora eburnea,227316,GA0070604_0275,316,
A0A1C6TZ25,A0A1C6TZ25_9ACTN Terpene synthase,Micromonospora yangpuensis,683228,GA0070617_0457,317,
A0A1C6URK4,A0A1C6URK4_9ACTN Terpene synthase,Micromonospora peucetia,47871,GA0070608_1651,335,
A0A1C6UWC9,A0A1C6UWC9_9ACTN Terpene synthase,Micromonospora citrea,47855,GA0070606_2906,345,
A0A1C6V5J9,A0A1C6V5J9_9ACTN Terpene synthase,Micromonospora eburnea,227316,GA0070604_4562,316,
A0A1C6VBY6,A0A1C6VBY6_9ACTN Terpene synthase,Micromonospora chersina,47854,GA0070603_3670,319,
A0A1C6VQU4,A0A1C6VQU4_9ACTN Terpene synthase,Micromonospora peucetia,47871,GA0070608_3784,317,
A0A1C6VSR9,A0A1C6VSR9_9ACTN Terpene synthase,Micromonospora citrea,47855,GA0070606_5064,316,
A0A1C6VXY8,A0A1C6VXY8_9ACTN Terpene synthase,Micromonospora chersina,47854,GA0070603_5817,316,
A0A1C8V9N1,A0A1C8V9N1_TAICR Diterpene synthase,Taiwania cryptomerioides,50187,L7,785,
A0A1D2JPS8,A0A1D2JPS8_PARBR Terpene synthase,Paracoccidioides brasiliensis,121759,ACO22_00225,364,
A0A1D3DLY2,A0A1D3DLY2_9ACTN Terpene synthase,Streptomyces thermolilacinus SPC6,1306406,J116_001430,348,
A0A1D3DYT9,A0A1D3DYT9_9ACTN Terpene synthase,Streptomyces thermolilacinus SPC6,1306406,J116_026600,369,
A0A1D3DZ52,A0A1D3DZ52_9ACTN Terpene synthase,Streptomyces thermolilacinus SPC6,1306406,J116_027210,740,
A0A1D5AJD7,A0A1D5AJD7_TAICR Copalyl pyrophosphate synthase-like protein,Taiwania cryptomerioides,50187,CPS2,871,
A0A1D5AJD8,A0A1D5AJD8_TAICR Diterpene synthase,Taiwania cryptomerioides,50187,F1,832,
A0A1D5AJD9,A0A1D5AJD9_TAICR Diterpene synthase,Taiwania cryptomerioides,50187,F2,798,
A0A1D5AJE0,A0A1D5AJE0_TAICR Diterpene synthase,Taiwania cryptomerioides,50187,L10,854,
A0A1D5AJE1,A0A1D5AJE1_TAICR Diterpene synthase,Taiwania cryptomerioides,50187,C6,857,
A0A1D5AJE2,A0A1D5AJE2_TAICR Diterpene synthase,Taiwania cryptomerioides,50187,C10,716,
A0A1D5AJE3,A0A1D5AJE3_TAICR Diterpene synthase,Taiwania cryptomerioides,50187,L9,848,
A0A1D5AJE4,A0A1D5AJE4_TAICR Diterpene synthase,Taiwania cryptomerioides,50187,CPS5,853,
A0A1D5UJA7,A0A1D5UJA7_WHEAT Uncharacterized protein,Triticum aestivum,4565,LOC100873134,852,
A0A1D6D984,A0A1D6D984_WHEAT Uncharacterized protein,Triticum aestivum,4565,LOC123048259,837,
A0A1D6D985,A0A1D6D985_WHEAT Uncharacterized protein,Triticum aestivum,4565,LOC100873132,837,
A0A1D6DZU6,A0A1D6DZU6_MAIZE Kaurene synthase3,Zea mays,4577,LOC103645955,802,
A0A1D6DZV3,A0A1D6DZV3_MAIZE Kaurene synthase3,Zea mays,4577,ZEAMMB73_Zm00001d002349,698,
A0A1D6DZV5,A0A1D6DZV5_MAIZE Kaurene synthase3,Zea mays,4577,ZEAMMB73_Zm00001d002349,725,
A0A1D6EFQ6,A0A1D6EFQ6_MAIZE Alpha-humulene/(-)-(E)-beta-caryophyllene synthase,Zea mays,4577,ZEAMMB73_Zm00001d004484,332,
A0A1D6IZJ0,A0A1D6IZJ0_MAIZE Germacrene A synthase long form,Zea mays,4577,ZEAMMB73_Zm00001d024479,169,
A0A1D6KV60,A0A1D6KV60_MAIZE Anther ear1,Zea mays,4577,ZEAMMB73_Zm00001d032961,660,
A0A1D6MTY2,A0A1D6MTY2_MAIZE Kaurene synthase4,Zea mays,4577,LOC100279558,800,
A0A1D6MTY3,A0A1D6MTY3_MAIZE Kaurene synthase4,Zea mays,4577,ZEAMMB73_Zm00001d041082,694,
A0A1D6MTY4,A0A1D6MTY4_MAIZE Kaurene synthase4,Zea mays,4577,ZEAMMB73_Zm00001d041082,768,
A0A1D6PQN8,A0A1D6PQN8_MAIZE Ent-copalyl diphosphate synthase chloroplastic,Zea mays,4577,ZEAMMB73_Zm00001d048867,531,
A0A1D6PZ01,A0A1D6PZ01_MAIZE Kaurene synthase6,Zea mays,4577,ZEAMMB73_Zm00001d049957,780,
A0A1D7QJP7,A0A1D7QJP7_9SPHI Terpene synthase,Pedobacter steynii,430522,BFS30_17990,331,
A0A1D7QJQ0,A0A1D7QJQ0_9SPHI Terpene synthase,Pedobacter steynii,430522,BFS30_17985,336,
A0A1D7QL56,A0A1D7QL56_9SPHI Terpene synthase,Pedobacter steynii,430522,BFS30_20890,347,
A0A1D7VMQ0,A0A1D7VMQ0_9ACTN Terpene synthase,Streptomyces lydicus,47763,SL103_18935,349,
A0A1D7VV73,A0A1D7VV73_9ACTN Terpene synthase,Streptomyces lydicus,47763,SL103_34365,745,
A0A1D7Y7B2,A0A1D7Y7B2_9ACTN Terpene synthase,Streptomyces fodineus,1904616,BFF78_10710,720,
A0A1D7YNG3,A0A1D7YNG3_9ACTN Terpene synthase,Streptomyces fodineus,1904616,BFF78_14835,337,
A0A1D8FW97,A0A1D8FW97_9ACTN Terpene synthase,Streptomyces rubrolavendulae,285473,A4G23_00263,365,
A0A1D8TVJ0,A0A1D8TVJ0_9CYAN Terpene synthase,Moorena producens PAL-8-15-08-1,1458985,BJP34_20785,317,
A0A1D9G2Z1,A0A1D9G2Z1_MOOP1 Terpene synthase,Moorena producens (strain JHB),1454205,BJP36_20925,317,
A0A1E1L3D1,A0A1E1L3D1_9HELO Terpene synthase,Rhynchosporium graminicola,2792576,RCO7_09144,398,
A0A1E1LSL9,A0A1E1LSL9_9HELO Terpene synthase,Rhynchosporium agropyri,914238,RAG0_16989,398,
A0A1E1MPE7,A0A1E1MPE7_RHYSE Terpene synthase,Rhynchosporium secalis,38038,RSE6_12058,398,
A0A1E3B1Y5,A0A1E3B1Y5_ASPCR Ent-kaurene synthase,Aspergillus cristatus,573508,SI65_09722,948,
A0A1E3FI44,A0A1E3FI44_9BURK Terpene synthase,Burkholderia contaminans,488447,J4M89_00995,356,
A0A1E5NYL2,A0A1E5NYL2_9ACTN Terpene synthase,Streptomyces agglomeratus,285458,AS594_38155,316,
A0A1E5P1A4,A0A1E5P1A4_9ACTN Terpene synthase,Streptomyces agglomeratus,285458,AS594_01260,320,
A0A1E5P3V4,A0A1E5P3V4_9ACTN Terpene synthase,Streptomyces agglomeratus,285458,AS594_05560,351,
A0A1E5PFH4,A0A1E5PFH4_9ACTN Terpene synthase,Streptomyces agglomeratus,285458,AS594_31160,341,
A0A1E5PFS3,A0A1E5PFS3_9ACTN Terpene synthase,Streptomyces agglomeratus,285458,AS594_31735,741,
A0A1E5PXP1,A0A1E5PXP1_9ACTN Terpene synthase,Streptomyces subrutilus,36818,BGK67_26040,738,
A0A1E5UQA2,A0A1E5UQA2_9POAL Beta-sesquiphellandrene synthase,Dichanthelium oligosanthes,888268,BAE44_0023948,135,
A0A1E5UQC9,A0A1E5UQC9_9POAL Sesquithujene synthase A,Dichanthelium oligosanthes,888268,BAE44_0023907,374,
A0A1E5UVA3,A0A1E5UVA3_9POAL Stemar-13-ene synthase,Dichanthelium oligosanthes,888268,BAE44_0022180,709,
A0A1E5V405,A0A1E5V405_9POAL Ent-kaurene synthase-like 3,Dichanthelium oligosanthes,888268,BAE44_0019140,147,
A0A1E5VBY6,"A0A1E5VBY6_9POAL Ent-pimara-8(14),15-diene synthase",Dichanthelium oligosanthes,888268,BAE44_0016319,788,
A0A1E5WE05,"A0A1E5WE05_9POAL Ent-pimara-8(14),15-diene synthase",Dichanthelium oligosanthes,888268,BAE44_0003351,422,
A0A1E5WE51,A0A1E5WE51_9POAL Stemod-13(17)-ene synthase,Dichanthelium oligosanthes,888268,BAE44_0003353,394,
A0A1E7JQG8,A0A1E7JQG8_9ACTN Terpene synthase,Streptomyces abyssalis,933944,AN215_13545,367,
A0A1E7JZ38,A0A1E7JZ38_9ACTN Terpene synthase,Streptomyces oceani,1075402,AN216_18590,772,
A0A1E7K2I4,A0A1E7K2I4_9ACTN Terpene synthase,Streptomyces qinglanensis,943816,AN217_09695,740,
A0A1E7K342,A0A1E7K342_9ACTN Terpene synthase,Streptomyces qinglanensis,943816,AN217_11590,337,
A0A1E7K5C6,A0A1E7K5C6_9ACTN Terpene synthase,Streptomyces qinglanensis,943816,AN217_16265,265,
A0A1E7L3Y3,A0A1E7L3Y3_9ACTN Terpene synthase,Streptomyces nanshensis,518642,AN218_16250,367,
A0A1E7L4D8,A0A1E7L4D8_9ACTN Terpene synthase,Streptomyces nanshensis,518642,AN218_14765,355,
A0A1E7LGT0,A0A1E7LGT0_9ACTN Terpene synthase,Streptomyces nanshensis,518642,AN221_39665,364,
A0A1E7LPG2,A0A1E7LPG2_9ACTN Terpene synthase,Streptomyces nanshensis,518642,AN221_26080,737,
A0A1E7N0I9,A0A1E7N0I9_KITAU Terpene synthase,Kitasatospora aureofaciens,1894,cyc2,799,
A0A1E7NDK3,A0A1E7NDK3_KITAU Terpene synthase,Kitasatospora aureofaciens,1894,GCM10010502_29510,315,
A0A1E8GM50,A0A1E8GM50_9LACT Terpene synthase,Floricoccus tropicus,1859473,BG261_01765,310,
A0A1F5L1D7,A0A1F5L1D7_PENAI Uncharacterized protein,Penicillium arizonense,1835702,PENARI_c096G01623,935,
A0A1F7ZZL2,A0A1F7ZZL2_9EURO Uncharacterized protein,Aspergillus bombycis,109264,ABOM_006120,571,
A0A1F8A055,A0A1F8A055_9EURO Terpene synthase,Aspergillus bombycis,109264,ABOM_006119,357,
A0A1F8A325,A0A1F8A325_9EURO Ent-kaurene synthase,Aspergillus bombycis,109264,ABOM_005479,951,
A0A1F8A6H7,A0A1F8A6H7_9EURO Terpene synthase,Aspergillus bombycis,109264,ABOM_003778,365,
A0A1F8AHG1,A0A1F8AHG1_9EURO Terpene synthase,Aspergillus bombycis,109264,ABOM_000115,379,
A0A1G4AMD4,A0A1G4AMD4_9PEZI Terpene synthase,Colletotrichum orchidophilum,1209926,CORC01_14363,402,
A0A1G4AVL9,A0A1G4AVL9_9PEZI Terpene synthase,Colletotrichum orchidophilum,1209926,CORC01_11573,380,
A0A1G4BSV1,A0A1G4BSV1_9PEZI Terpene synthase,Colletotrichum orchidophilum,1209926,CORC01_00351,354,
A0A1G6LLS8,A0A1G6LLS8_9ACTN Terpene synthase,Streptomyces prasinopilosus,67344,SAMN05216505_102151,720,
A0A1G6TJA1,A0A1G6TJA1_9ACTN Terpene synthase,Streptomyces prasinopilosus,67344,SAMN05216505_106207,343,
A0A1G6WF96,A0A1G6WF96_9ACTN Terpene synthase,Streptomyces prasinopilosus,67344,SAMN05216505_11043,307,
A0A1G7GGK1,A0A1G7GGK1_9ACTN Terpene synthase,Streptomyces jietaisiensis,235987,SAMN05216260_104241,361,
A0A1G7LHT7,A0A1G7LHT7_9ACTN Terpene synthase,Streptomyces jietaisiensis,235987,SAMN05216260_108234,716,
A0A1G7MTQ3,A0A1G7MTQ3_CHIFI Terpene synthase,Chitinophaga filiformis,104663,SAMN04488121_102551,321,
A0A1G7SP14,A0A1G7SP14_9PSEU Terpene synthase,Lentzea fradiae,200378,SAMN05216553_106373,715,
A0A1G7T1V3,A0A1G7T1V3_9ACTN Terpene synthase,Sinosporangium album,504805,SAMN05421505_10356,761,
A0A1G7TIU0,A0A1G7TIU0_9ACTN Terpene synthase,Sinosporangium album,504805,SAMN05421505_103297,338,
A0A1G7ZAF7,A0A1G7ZAF7_9PSEU Terpene synthase,Lentzea fradiae,200378,SAMN05216553_11575,354,
A0A1G7ZE00,A0A1G7ZE00_CHIFI Terpene synthase,Chitinophaga filiformis,104663,SAMN04488121_108233,324,
A0A1G7ZEJ1,A0A1G7ZEJ1_CHIFI Terpene synthase,Chitinophaga filiformis,104663,SAMN04488121_108237,326,
A0A1G8BEP1,A0A1G8BEP1_9ACTN Terpene synthase,Nonomuraea jiangxiensis,633440,SAMN05421869_1024,336,
A0A1G8U2M0,A0A1G8U2M0_9PSEU Terpene synthase,Lentzea albidocapillata subsp. violacea,128104,SAMN04488074_102165,358,
A0A1G8VXF0,A0A1G8VXF0_ACTMZ Terpene synthase,Actinopolyspora mzabensis,995066,SAMN04487820_101353,740,
A0A1G9E3E4,A0A1G9E3E4_9ACTN Terpene synthase,Nonomuraea maritima,683260,SAMN05421874_110113,746,
A0A1G9FE80,A0A1G9FE80_9ACTN Terpene synthase,Nonomuraea maritima,683260,SAMN05421874_11258,289,
A0A1G9J1B9,A0A1G9J1B9_9PSEU Terpene synthase,Lentzea albidocapillata subsp. violacea,128104,SAMN04488074_110106,710,
A0A1G9N0R1,A0A1G9N0R1_9ACTN Terpene synthase,Streptomyces wuyuanensis,1196353,SAMN05444921_101402,370,
A0A1G9PFN0,A0A1G9PFN0_9PSEU Terpene synthase,Lentzea albidocapillata subsp. violacea,128104,SAMN04488074_11544,354,
A0A1G9PUQ9,A0A1G9PUQ9_9ACTN Terpene synthase,Streptomyces wuyuanensis,1196353,SAMN05444921_10365,764,
A0A1G9T0R6,A0A1G9T0R6_9ACTN Terpene synthase,Nonomuraea jiangxiensis,633440,SAMN05421869_14323,724,
A0A1G9TH01,A0A1G9TH01_ALLAB Terpene synthase,Allokutzneria albata,211114,SAMN04489726_1752,337,
A0A1G9ULV0,A0A1G9ULV0_ALLAB Terpene synthase,Allokutzneria albata,211114,SAMN04489726_2483,744,
A0A1G9W4X0,A0A1G9W4X0_9ACTN Terpene synthase,Actinacidiphila guanduensis,310781,SAMN05216259_101514,328,
A0A1H0KL36,A0A1H0KL36_9SPHI Terpene synthase,Pedobacter steynii,430522,SAMN05421820_11683,340,
A0A1H0QUE9,A0A1H0QUE9_9ACTN Terpene synthase,Actinopolyspora xinjiangensis,405564,SAMN04487905_102402,737,
A0A1H0S970,A0A1H0S970_9ACTN Terpene synthase,Actinopolyspora xinjiangensis,405564,SAMN04487905_103446,781,
A0A1H0W6Q4,A0A1H0W6Q4_9PSEU Terpene synthase,Actinokineospora alba,504798,SAMN05192558_11824,742,
A0A1H0WCW1,A0A1H0WCW1_9PSEU Terpene synthase,Lentzea jiangxiensis,641025,SAMN05421507_118127,332,
A0A1H0WDS6,A0A1H0WDS6_9PSEU Terpene synthase,Lentzea jiangxiensis,641025,SAMN05421507_118139,352,
A0A1H0WPY3,A0A1H0WPY3_9PSEU Terpene synthase,Lentzea jiangxiensis,641025,SAMN05421507_12133,359,
A0A1H0WYZ1,A0A1H0WYZ1_9ACTN Terpene synthase,Actinopolyspora xinjiangensis,405564,SAMN04487905_11871,305,
A0A1H0ZLU0,A0A1H0ZLU0_9ACTN Terpene synthase,Actinopolyspora saharensis,995062,SAMN04489718_1121,364,
A0A1H1G0V1,A0A1H1G0V1_9FLAO Terpene synthase,Chryseobacterium soldanellicola,311333,SAMN05421664_3383,337,
A0A1H1G2S1,A0A1H1G2S1_9PSED Terpene synthase,Pseudomonas grimontii,129847,FIV39_08890,377,
A0A1H1G2Z1,A0A1H1G2Z1_9PSED Terpene synthase,Pseudomonas grimontii,129847,FIV39_08895,348,
A0A1H1HZX8,A0A1H1HZX8_9ACTN Terpene synthase,Thermostaphylospora chromogena,35622,SAMN04489764_5014,335,
A0A1H1IP35,A0A1H1IP35_9PSED Terpene synthase,Pseudomonas grimontii,129847,FIV39_03770,342,
A0A1H1WDJ8,A0A1H1WDJ8_9PSED Terpene synthase,Pseudomonas asplenii,53407,SAMN05216598_3365,334,
A0A1H2A2Y2,A0A1H2A2Y2_9PSED Terpene synthase,Pseudomonas asplenii,53407,SAMN05216598_5504,365,
A0A1H2UGP4,A0A1H2UGP4_9PSEU Terpene synthase,Amycolatopsis xylanica,589385,SAMN05421504_101883,733,
A0A1H3EVG1,A0A1H3EVG1_9PSEU Terpene synthase,Amycolatopsis xylanica,589385,SAMN05421504_103969,737,
A0A1H3LA17,A0A1H3LA17_9ACTN Terpene synthase,Asanoa ishikariensis,137265,SAMN05421684_0638,324,
A0A1H3LWU4,A0A1H3LWU4_9PSEU Terpene synthase,Saccharopolyspora shandongensis,418495,SAMN05216215_103271,738,
A0A1H3P7N4,A0A1H3P7N4_9PSEU Terpene synthase,Amycolatopsis xylanica,589385,SAMN05421504_10862,327,
A0A1H3P933,A0A1H3P933_9ACTN Terpene synthase,Asanoa ishikariensis,137265,SAMN05421684_2662,315,
A0A1H3SGB4,A0A1H3SGB4_9ACTN Terpene synthase,Micromonospora pattaloongensis,405436,SAMN05444365_111117,327,
A0A1H3THA8,A0A1H3THA8_9PSEU Terpene synthase,Saccharopolyspora shandongensis,418495,SAMN05216215_108316,376,
A0A1H4AMH9,A0A1H4AMH9_9BACT Terpene synthase,Chitinophaga terrae,408074,SAMN05660909_01649,329,
A0A1H4BTH3,A0A1H4BTH3_9BACT Terpene synthase,Chitinophaga terrae,408074,SAMN05660909_02278,340,
A0A1H4FFV0,A0A1H4FFV0_9BACT Terpene synthase,Chitinophaga terrae,408074,SAMN05660909_04391,316,
A0A1H4IDM4,A0A1H4IDM4_9PSEU Terpene synthase,Amycolatopsis tolypomycina,208445,SAMN04489727_0423,719,
A0A1H5AIL6,A0A1H5AIL6_STRMJ Terpene synthase,Streptomyces melanosporofaciens,67327,SAMN04490356_8382,358,
A0A1H5BRC1,A0A1H5BRC1_9ACTN Terpene synthase,Streptomyces misionensis,67331,SAMN04490357_5182,361,
A0A1H5E0F9,A0A1H5E0F9_9ACTN Terpene synthase,Streptomyces misionensis,67331,SAMN04490357_6038,720,
A0A1H5G192,A0A1H5G192_9ACTN Terpene synthase,Streptomyces misionensis,67331,SAMN04490357_6892,334,
A0A1H5RFJ4,A0A1H5RFJ4_9PSEU Terpene synthase,Amycolatopsis pretoriensis,218821,SAMN05421837_110203,674,
A0A1H5TI82,A0A1H5TI82_9ACTN Terpene synthase,Actinacidiphila yanglinensis,310779,SAMN05216223_101537,750,
A0A1H5ZUA4,A0A1H5ZUA4_9ACTN Terpene synthase,Nonomuraea solani,1144553,SAMN05444920_102836,288,
A0A1H6CUN5,A0A1H6CUN5_9ACTN Terpene synthase,Thermomonospora echinospora,1992,SAMN04489712_111192,749,
A0A1H6DJB2,A0A1H6DJB2_9ACTN Terpene synthase,Nonomuraea solani,1144553,SAMN05444920_105507,336,
A0A1H6EHX0,A0A1H6EHX0_9PSEU Terpene synthase,Saccharopolyspora kobensis,146035,SAMN02982929_06737,728,
A0A1H6EMY1,A0A1H6EMY1_9ACTN Terpene synthase,Nonomuraea solani,1144553,SAMN05444920_111298,746,
A0A1H6EPK7,A0A1H6EPK7_9ACTN Terpene synthase,Nonomuraea solani,1144553,SAMN05444920_11438,302,
A0A1H6ERW9,A0A1H6ERW9_9ACTN Terpene synthase,Nonomuraea solani,1144553,SAMN05444920_11432,352,
A0A1H6NJ07,A0A1H6NJ07_9PSED Terpene synthase,Pseudomonas asplenii,53407,SAMN05216581_2984,365,
A0A1H6PCQ8,A0A1H6PCQ8_9PSED Terpene synthase,Pseudomonas asplenii,53407,SAMN05216581_5156,334,
A0A1H7B388,A0A1H7B388_9ACTN Terpene synthase,Micromonospora phaseoli,1144548,SAMN05443287_106288,354,
A0A1H7D2Z0,A0A1H7D2Z0_9ACTN Terpene synthase,Micromonospora phaseoli,1144548,SAMN05443287_111164,311,
A0A1H7I983,A0A1H7I983_STRJI Terpene synthase,Streptacidiphilus jiangxiensis,235985,SAMN05414137_102556,392,
A0A1H7K830,A0A1H7K830_OLID1 Terpene synthase,Olivibacter domesticus,407022,SAMN05661044_01265,334,
A0A1H7KKN7,A0A1H7KKN7_OLID1 Terpene synthase,Olivibacter domesticus,407022,SAMN05661044_01387,309,
A0A1H7M1J4,A0A1H7M1J4_9ACTN Terpene synthase,Nonomuraea pusilla,46177,SAMN05660976_01732,341,
A0A1H7MB41,A0A1H7MB41_OLID1 Terpene synthase,Olivibacter domesticus,407022,SAMN05661044_01924,313,
A0A1H7P1K2,A0A1H7P1K2_STRJI Terpene synthase,Streptacidiphilus jiangxiensis,235985,SAMN05414137_107179,356,
A0A1H7P6L1,A0A1H7P6L1_STIAU Terpene synthase,Stigmatella aurantiaca,41,SAMN05444354_105184,761,
A0A1H7PSG8,A0A1H7PSG8_STRJI Terpene synthase,Streptacidiphilus jiangxiensis,235985,SAMN05414137_10870,731,
A0A1H7PXE9,A0A1H7PXE9_STRJI Terpene synthase,Streptacidiphilus jiangxiensis,235985,SAMN05414137_108174,341,
A0A1H7QLW5,A0A1H7QLW5_9BACT Terpene synthase,Chitinophaga rupis,573321,SAMN04488505_102392,321,
A0A1H7S879,A0A1H7S879_9BACT Terpene synthase,Chitinophaga rupis,573321,SAMN04488505_102847,325,
A0A1H7UB91,A0A1H7UB91_OLID1 Terpene synthase,Olivibacter domesticus,407022,SAMN05661044_03818,313,
A0A1H7VI30,A0A1H7VI30_STRJI Terpene synthase,Streptacidiphilus jiangxiensis,235985,SAMN05414137_11857,348,
A0A1H8B2T4,A0A1H8B2T4_9PROT Terpene synthase,Nitrosomonas marina,917,SAMN05216325_10277,333,
A0A1H8CPR4,A0A1H8CPR4_9ACTN Terpene synthase,Nonomuraea pusilla,46177,SAMN05660976_06486,745,
A0A1H8CYP5,A0A1H8CYP5_9BACT Terpene synthase,Chitinophaga rupis,573321,SAMN04488505_107265,333,
A0A1H8F0X3,A0A1H8F0X3_9BACT Terpene synthase,Chitinophaga rupis,573321,SAMN04488505_10967,369,
A0A1H8IMW2,A0A1H8IMW2_9ACTN Terpene synthase,Actinacidiphila rubida,310780,SAMN05216267_1008157,746,
A0A1H8IT29,A0A1H8IT29_9BACT Terpene synthase,Chitinophaga rupis,573321,SAMN04488505_11276,329,
A0A1H8IUS8,A0A1H8IUS8_9BACT Terpene synthase,Chitinophaga rupis,573321,SAMN04488505_11275,326,
A0A1H8NJD9,A0A1H8NJD9_9ACTN Terpene synthase,Actinacidiphila rubida,310780,SAMN05216267_1022110,360,
A0A1H8Y5Y2,A0A1H8Y5Y2_9PSEU Terpene synthase,Amycolatopsis saalfeldensis,394193,SAMN04489732_111158,741,
